color,x,y
blue,-4.062609967756816,3.1657169598802986
blue,0.28815061131618475,3.7336897647719143
blue,-3.624040583148876,5.551793746483208
blue,-0.2327498910582763,1.4400147174851405
blue,2.0788693220101933,5.03127278520159
blue,0.057850418248138934,3.157305810828825
blue,-1.6738951692383652,3.0569456112883286
blue,-5.294200110359227,0.04078139249997749
blue,-4.30036410512812,2.7273189621785656
blue,-1.2319955840547299,1.52429877095197
blue,-0.39031102649101,3.144296064867175
blue,-4.5227612070198004,0.2522224489932983
blue,0.7392360563073316,4.512843067692596
blue,1.3357424136465783,5.134807985880945
blue,-0.5921177370252176,2.0429520108453127
blue,1.9050827619620314,3.5112865280248533
blue,1.6444389611477759,5.540052346941485
blue,-2.7518734016290973,-0.47111581933393215
blue,-5.526051244101378,2.3232581536819903
blue,-3.0697870879718674,4.2519368245579034
blue,-4.388093406239232,2.0449636687631196
blue,1.6891958144967991,3.7315803066291715
blue,-4.1100728025525815,1.7157143470492218
blue,-3.976183181889299,3.495914031628691
blue,1.1386045589307927,4.754231954722793
blue,-3.581527252119901,3.1706885127933115
blue,-1.941399427276046,5.5729767698084
blue,-4.106482008596071,4.33370654777454
blue,-4.191382570238624,2.7168218829400956
blue,-4.3260738980848625,3.8617542281188557
blue,-0.617802254145529,3.3391125617169015
blue,-2.5989757786139807,2.2114146111785
blue,-0.28492565810423215,4.032009201731802
blue,-3.925432843353067,2.417661586907656
blue,-3.302899356801956,2.651878384976346
blue,-2.3402922798936996,3.6558388664903885
blue,0.7975558122327147,3.5872403027387385
blue,-4.521012329684515,2.4965387601367857
blue,-3.1439481731548287,1.9047183992380792
blue,-2.481773630315238,2.295910482860089
blue,-4.455102245418024,2.645240720920225
blue,0.8191089493468423,1.644538754975979
blue,0.31196719998464706,3.5778666282625005
blue,-2.264860037237371,5.357081066505888
blue,-0.7638521989559336,2.178394920411193
blue,-0.16175517887112686,3.385406771087137
blue,-1.605236218953,-0.0923644494414607
blue,-0.6849478736689022,5.246216750668051
blue,-0.9197767212000746,1.6670591944178945
blue,-1.3407214437407922,0.2532768318403957
blue,-0.8637692722682045,4.742534318173507
blue,-0.4383224597839,5.372741873917968
blue,-1.437452730761466,1.3186208810942164
blue,-3.8552627945885973,0.8908456909335998
blue,-0.15151011691401614,5.893937387488572
blue,-2.138007791116607,4.555988261182069
blue,-0.4063168410843928,3.9867367612425695
blue,0.11674928003495533,2.0098198753919707
blue,-1.7846434264160835,3.9441283508286733
blue,0.47319101605419495,1.7305085933934514
blue,-2.665411639466955,5.009914863228577
blue,1.6399689194458065,3.307239281505063
blue,0.5384007299895087,2.235269472528248
blue,-4.219366281422601,4.702729112987131
blue,-4.328047141354634,0.8655415709681861
blue,-2.8696482865218864,2.637304686402872
blue,-0.04817499169844029,2.3848261381821216
blue,-2.6087697280017013,1.1625549087257052
blue,-0.0920624428794524,3.380085210036976
blue,-2.8103805819592758,3.039647343590387
blue,-5.363659510052549,0.055396501709578376
blue,-4.171659468869009,3.2547426005961553
blue,-0.7878123407420664,4.256224418945367
blue,-2.7705865048707374,-0.39964174067749786
blue,-0.3060603865651814,4.465743007778467
blue,-4.096801747898379,2.2178495310307484
blue,-4.381972394878112,3.519166018343873
blue,-1.4372690366674519,4.905379811719505
blue,-0.527337319162389,2.416630443291326
blue,-0.800843374592145,5.628236324451293
blue,-4.49868059851779,2.1166440369796713
blue,1.3998940111223528,4.224361168507385
blue,-3.5007235918905746,3.3994180627168205
blue,-0.7440722709534534,1.853732837812106
blue,2.219827365648951,3.317589930276815
blue,-1.1065535695408941,0.33820923867112107
blue,0.6623484046289473,4.9581751694774345
blue,-5.61306276551907,1.1442812247227476
blue,-2.0218857769118643,4.5938662129803935
blue,-0.11163556234555923,3.570147529229042
blue,-5.529183106255811,1.5097260378975128
blue,0.3322638198992299,4.7756317750911865
blue,-1.696872808737699,4.450974328236856
blue,-3.295238077041623,0.746263448474843
blue,2.138153341307867,2.8422603244147
blue,-0.5357562459702717,2.311854035198645
blue,-0.7789220250722165,2.4687703351313406
blue,0.15930384484207047,4.896601797123366
blue,-3.1923010748005045,0.30925629111521763
blue,-4.543556758610659,3.8026373943244733
blue,-0.061055017815384374,1.6679802718301904
blue,-0.751444936642075,5.121746140407936
blue,-1.0554669607483744,5.219842186171406
blue,-3.034737051982927,2.4305993881840737
blue,-2.3588362914220293,4.609810971680746
blue,-0.2675649851864302,5.767915677634034
blue,-2.3549739978747026,3.8267019541006073
blue,0.8581096223974249,4.743503621367869
blue,-1.8353947135799098,6.522125564461854
blue,-2.6620742146502154,4.398830109712894
blue,-4.682252673753079,3.19091502444299
blue,-2.2680213591865077,-0.3489576426972748
blue,-5.176093438917969,2.6057552620581452
blue,-3.4912887630531557,2.8213145054660664
blue,-0.5042045980771133,5.973070665191052
blue,-1.2869308044311654,2.8358874475862925
blue,-3.1609239531785596,2.4016095017354577
blue,-5.537836578700575,4.432390652569422
blue,-0.45699680308829566,2.32369078478248
blue,-5.825168890892359,3.3445601069952335
blue,-1.3593987170053,1.4691681672700194
blue,0.97275486958557,3.1767802717434463
blue,-3.671836173812921,2.86299231643466
blue,-4.237489529058242,3.1827632352639026
blue,-1.9037678837696184,5.075767707337236
blue,-2.513359416266456,-0.44863101375368714
blue,1.3787456945798982,4.713280474352158
blue,-2.2948704103277104,4.358945818026183
blue,0.659971636983934,1.4930350672131976
blue,-4.1191409300195625,3.3551797978070446
blue,-4.447875806239268,3.925542381389521
blue,-1.2529741567239299,3.509404696296781
blue,-2.323948270947066,-0.31865121701686755
blue,-4.677766227931093,0.35809034263831424
blue,-1.518468630178606,1.3498273108187069
blue,-1.7220034902150385,5.064086255218472
blue,-4.110931263086559,3.4713961880176742
blue,1.2642166281283957,4.692964477513243
blue,0.12247848729066517,5.368690540871347
blue,-4.458231848439735,3.086602151829629
blue,-2.0988614107292545,3.406345223731425
blue,-2.638793158914586,-0.5312456752089972
blue,-4.289835295789266,3.0386752056703665
blue,-1.0885323756375638,1.4775565475305914
blue,-4.66157885423467,2.7611442814640736
blue,-3.497926502342799,1.070366964513575
blue,0.5951992621488824,2.7487562307503057
blue,0.7823865377768993,3.1826982350593678
